Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Is_Used_In_Client
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,org.junit.platform.commons.util.ClassFilter,CLASS_CHANGE,CLASS_REMOVED; ANNOTATION_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,match,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,match,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,of,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,of,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,test,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,test,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassNamePatternFilterUtils,DEACTIVATE_ALL_PATTERN,FIELD_CHANGE,FIELD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ModuleUtils,findAllClassesInModule,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,findAllClassesInClasspathRoot,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,findAllClassesInModule,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,findAllClassesInPackage,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,streamAllClassesInClasspathRoot,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,streamAllClassesInModule,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ReflectionUtils,streamAllClassesInPackage,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,5.18.0,5.20.0,MINOR,false
