Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Is_Used_In_Client
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.archivers.sevenz.CLI,main,METHOD_CHANGE,METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION; METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.compressors.CompressorOutputStream,org.apache.commons.compress.compressors.CompressorOutputStream,CLASS_CHANGE,CLASS_GENERIC_TEMPLATE_CHANGED,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.compressors.CompressorStreamProvider,createCompressorOutputStream,METHOD_CHANGE,CLASS_GENERIC_TEMPLATE_CHANGED,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.ByteCode,extractOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.CodeAttribute,CodeAttribute,CONSTRUCTOR_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.forms.ByteCodeForm,setByteCodeOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.forms.IMethodRefForm,setByteCodeOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.forms.MultiANewArrayForm,setByteCodeOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.forms.NewClassRefForm,setByteCodeOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
org.apache.commons:commons-compress,1.26.0,1.28.0,org.apache.commons.compress.harmony.unpack200.bytecode.forms.ReferenceForm,setByteCodeOperands,METHOD_CHANGE,METHOD_NOW_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.apache.commons:commons-compress,,,MINOR,false
